iter	Logloss
0	0.6531531512
1	0.6133136434
2	0.5746540764
3	0.5430002055
4	0.5144933967
5	0.4884108595
6	0.4623193042
7	0.4370933875
8	0.4116317352
9	0.3899275327
10	0.371847527
11	0.3510613047
12	0.3293455949
13	0.3101460703
14	0.2921978024
15	0.2756984341
16	0.2616730277
17	0.2499565323
18	0.2363472797
19	0.2235110668
20	0.2114127049
21	0.1997040011
22	0.1910000704
23	0.1791223296
24	0.169850018
25	0.159984273
26	0.1519263698
27	0.1449806177
28	0.1377729321
29	0.1299274255
30	0.1234191552
31	0.117442706
32	0.1120402199
33	0.106586826
34	0.101267641
35	0.09627276842
36	0.09098284746
37	0.08675602762
38	0.08284028146
39	0.07933967897
40	0.07574230221
41	0.07238017414
42	0.06945722774
43	0.06663911788
44	0.06285721078
45	0.06010082597
46	0.05777036157
47	0.0555407116
48	0.05341781905
49	0.05136400588
50	0.04937956068
51	0.04771854861
52	0.04558041981
53	0.04388570222
54	0.04216547215
55	0.04029985973
56	0.03864446149
57	0.03683425236
58	0.03535657121
59	0.03407440682
60	0.03269360364
61	0.03152757108
62	0.03031501139
63	0.02906875295
64	0.0282295218
65	0.02737986788
66	0.02639529271
67	0.02545137608
68	0.02460277729
69	0.02386839395
70	0.02322457586
71	0.02231887159
72	0.02168584152
73	0.0208796801
74	0.02019069212
75	0.0195030253
76	0.01903584888
77	0.01854141722
78	0.01803333652
79	0.01749342271
80	0.01687966678
81	0.01640612239
82	0.01589078881
83	0.01538558604
84	0.01494182199
85	0.01458953515
86	0.01414280298
87	0.01377549183
88	0.01340095709
89	0.01306040744
90	0.01265900073
91	0.01235252746
92	0.01204316272
93	0.0116567003
94	0.01135034651
95	0.01106101007
96	0.01079002678
97	0.01056807205
98	0.01034953521
99	0.01013862213
100	0.009905398033
101	0.009669408731
102	0.009463218932
103	0.009235337553
104	0.009032512106
105	0.008787009733
106	0.008555966348
107	0.008381409003
108	0.008227879274
109	0.008048797612
110	0.007867166055
111	0.007741301336
112	0.007597915388
113	0.007447647428
114	0.007309123416
115	0.007160718841
116	0.007036030997
117	0.006877420078
118	0.006771594356
119	0.006617342608
120	0.006491680799
121	0.006344840318
122	0.006231856402
123	0.006128256484
124	0.006021183433
125	0.005893738275
126	0.005802223305
127	0.005680448902
128	0.005559372282
129	0.005459323842
130	0.00537714496
131	0.005271540184
132	0.005188118481
133	0.005116266562
134	0.005026958231
135	0.004935648988
136	0.004851182302
137	0.004776273777
138	0.00470657777
139	0.004631078553
140	0.00458165658
141	0.004516715135
142	0.004454647114
143	0.004387006974
144	0.004320269781
145	0.0042498309
146	0.004193195778
147	0.004130549746
148	0.004065572793
149	0.004004398982
150	0.003944862537
151	0.003894138843
152	0.003823616262
153	0.003771394139
154	0.003732177383
155	0.003675602007
156	0.003632244489
157	0.00358305248
158	0.003534248535
159	0.003478560887
160	0.003433694794
161	0.003391950125
162	0.003354850954
163	0.003305859036
164	0.003271013287
165	0.003233953007
166	0.003177061994
167	0.003134130586
168	0.003068695395
169	0.003020445506
170	0.002977278779
171	0.002946856456
172	0.002918707564
173	0.002879096543
174	0.002851398842
175	0.002826074055
176	0.002798090026
177	0.002768878396
178	0.002739247701
179	0.002702666794
180	0.002676334505
181	0.002640349645
182	0.00261230728
183	0.002588671995
184	0.002565496075
185	0.00253848883
186	0.00250875978
187	0.002481671372
188	0.002459162516
189	0.00244504002
190	0.002425307078
191	0.002400857337
192	0.002379786602
193	0.002353452199
194	0.002334315444
195	0.002313940942
196	0.002286702747
197	0.002266386722
198	0.002243687075
199	0.00221841696
200	0.002198055844
201	0.002170037716
202	0.002149387736
203	0.00212911173
204	0.00210485588
205	0.00208102614
206	0.002063432766
207	0.002049544179
208	0.002023960823
209	0.002008105142
210	0.00199018528
211	0.001975824506
212	0.001961381159
213	0.001948241365
214	0.001932849698
215	0.001919954663
216	0.001906439486
217	0.00189249214
218	0.00187823733
219	0.001863903751
220	0.001848555908
221	0.001835072999
222	0.001820725048
223	0.001810903527
224	0.001799320498
225	0.001783519208
226	0.001769073184
227	0.001749165515
228	0.001738579138
229	0.00172372349
230	0.001709477276
231	0.001695415652
232	0.001685280045
233	0.001671151067
234	0.001661884306
235	0.001645058746
236	0.001634018641
237	0.001621548166
238	0.001612765287
239	0.001603519099
240	0.001593707019
241	0.001580831571
242	0.001572006419
243	0.001560922069
244	0.00155159204
245	0.001538256945
246	0.00153056076
247	0.001519945919
248	0.00150831315
249	0.001498021414
250	0.001488360107
251	0.001477238839
252	0.001465886197
253	0.001456378904
254	0.001450808618
255	0.001438827661
256	0.001432574387
257	0.001419544079
258	0.001413096914
259	0.001402308191
260	0.00139260588
261	0.001382805777
262	0.001372297182
263	0.001364310582
264	0.001355994255
265	0.001344911877
266	0.001333393104
267	0.001324600784
268	0.001316342793
269	0.001306616809
270	0.001297614676
271	0.001289437003
272	0.001280858021
273	0.001272868039
274	0.001265066172
275	0.001258167533
276	0.00125016487
277	0.001245652953
278	0.001235556518
279	0.001228367606
280	0.001223453957
281	0.00121498897
282	0.001207182875
283	0.001200738951
284	0.001192843097
285	0.001185369266
286	0.00117948757
287	0.001174131325
288	0.001168980737
289	0.001163841703
290	0.001159984874
291	0.001153137456
292	0.001148041963
293	0.001143338762
294	0.001136166125
295	0.001130278793
296	0.001122411754
297	0.001117837626
298	0.001112945184
299	0.001106051125
300	0.001101532586
301	0.001095316723
302	0.001092390107
303	0.001086439506
304	0.001079965568
305	0.001075671849
306	0.001071714763
307	0.00106464957
308	0.001056940984
309	0.001053144464
310	0.001049398812
311	0.001042737324
312	0.001034036032
313	0.00102908166
314	0.001024013997
315	0.001019101757
316	0.001014338599
317	0.001008762042
318	0.001005425944
319	0.001001251646
320	0.000997645917
321	0.0009929027681
322	0.0009879536099
323	0.0009827455308
324	0.0009760328218
325	0.0009721307608
326	0.0009687325915
327	0.0009654911134
328	0.000960341723
329	0.0009563475072
330	0.0009526353215
331	0.0009462610063
332	0.0009412516093
333	0.0009363817126
334	0.0009305819552
335	0.0009249736936
336	0.0009217273541
337	0.0009185057442
338	0.0009146958378
339	0.0009104811694
340	0.0009073533347
341	0.0009032290596
342	0.0008997590266
343	0.000895641797
344	0.0008924159598
345	0.0008895133686
346	0.0008852614297
347	0.000881465262
348	0.0008780453927
349	0.0008741696817
350	0.000870519496
351	0.0008679009076
352	0.0008646134225
353	0.0008619298749
354	0.0008570918237
355	0.0008530161623
356	0.0008490432239
357	0.0008443553115
358	0.0008392250848
359	0.0008331031382
360	0.0008293706615
361	0.0008262390927
362	0.0008231437375
363	0.0008189359033
364	0.0008153743496
365	0.0008136621604
366	0.0008104492868
367	0.0008070378721
368	0.0008027482399
369	0.000799882567
370	0.0007974951403
